# CAPPROJ key=diamondheart__20260331 role=hit label=Diamond Heart type=Daily variantMode=all_cards projval=40-99 vlvl0=625 vlvl5=541 recordsTotal=1166 rows=1166
CID	Name	Position	VAL	VLvl	Hand	Cap Value	Slots Value	pwOBA	pwOBA_vL	pwOBA_vR	BBpct	SOpct	HRpct	BABIP	XBHpct	ProjectedNewCard
84885	Celebrating 42 - Negro League Star C Johnny Hayes NYBY 1947	C	85	0	L			0.282	0.275	0.284	9.3	12.1	1.0	0.272	15.3	false
83752	Snapshot CF Tommie Agee NYM 1970	CF	82	0	R			0.282	0.297	0.277	4.8	18.5	2.6	0.275	20.7	false
84356	Rookie Sensation CF Glenn Wilson DET 1982	CF	69	5	R			0.282	0.283	0.281	3.6	15.1	3.0	0.263	19.6	false
84495	Negro League Star RF Ed Stone PhSt 1946	RF	76	5	L			0.282	0.277	0.284	7.0	13.2	1.5	0.269	20.3	false
84153	Snapshot 1B John Milner NYM 1976	1B	84	5	L			0.282	0.291	0.279	8.3	15.0	2.6	0.242	22.7	false
83669	Snapshot 3B Bill Melton CWS 1973	3B	71	5	R			0.282	0.302	0.276	7.2	13.3	2.9	0.236	22.9	false
85062	HOF 1 - Veteran Presence CF Joe DiMaggio NYY 1951	CF	64	5	R			0.282	0.296	0.277	7.2	15.0	2.7	0.245	23	false
83709	Snapshot 3B Billy Cox BRO 1953	3B	74	5	R			0.282	0.266	0.287	6.3	11.0	2.7	0.240	21.9	false
84132	All-Time Legend SS Don Buddin BOS Peak	SS	68	5	R			0.282	0.292	0.279	9.2	15.0	2.0	0.244	27.2	false
85314	Baseball Reference 2 1B Don Baylor ATH 1976	1B	64	5	R			0.282	0.298	0.277	6.6	13.2	3.0	0.237	22.2	false
84377	Rookie Sensation SS Tom Tresh NYY 1962	SS	77	0	S			0.281	0.297	0.275	6.1	14.4	2.0	0.269	19	false
84000	Historical All-Star 2B Eddie Stanky NY1 1950	2B	94	0	R			0.281	0.303	0.274	9.8	14.4	0.8	0.276	17	false
85525	Memorial Day OnStream Builds - Unsung Heroes CF Rick Monday CHC 1976	CF	69	0	L			0.281	0.263	0.287	6.2	23.5	3.2	0.267	20.6	false
83807	Snapshot CF Carden Gillenwater BSN 1945	CF	81	0	R			0.281	0.283	0.28	7.4	16.9	2.3	0.266	16	false
84381	Rookie Sensation 3B Jim Dyck SLA 1952	3B	82	0	R			0.281	0.329	0.265	6.2	17.4	2.9	0.250	24.6	false
83810	Veteran Presence 2B Max Bishop PHA 1933	2B	83	0	L			0.281	0.259	0.289	11.0	18.8	0.6	0.280	21.9	false
85799	Limited Edition/59 RF Jesus Alou HOU 1970	RF	59	0	R			0.281	0.284	0.28	2.0	6.0	0.3	0.286	28.4	false
84131	All-Time Legend RF Lee Walls CHC Peak	RF	65	5	R			0.281	0.272	0.283	5.9	15.8	2.4	0.263	20.6	false
86282	All-Star Week - Historical All-Star C Tony Pena Sr. PIT 1984	C	62	5	R			0.281	0.311	0.271	4.7	15.9	2.1	0.275	21.1	true
84491	Negro League Star RF Charlie Mason HCSE 1932	RF	76	5	L			0.281	0.277	0.282	6.6	14.3	2.2	0.260	18.4	false
83931	Historical All-Star 3B Frank Malzone BOS 1958	3B	58	5	R			0.281	0.282	0.28	3.8	11.2	2.2	0.264	20.1	false
83755	Snapshot 2B Davey Lopes LAD 1977	2B	74	5	R			0.281	0.31	0.272	8.0	14.3	2.0	0.258	18.4	false
83728	Snapshot 1B Norm Cash DET 1964	1B	80	5	L			0.281	0.213	0.304	8.6	13.8	2.8	0.234	18.7	false
83707	Snapshot 3B Don Money PHI 1970	3B	73	0	R			0.280	0.274	0.282	5.3	15.4	2.4	0.262	22	false
86276	Clubhouse - Historical All-Star SP Don Drysdale LAD 1965	P	96	0	R			0.280	0.296	0.275	2.0	24.4	3.2	0.298	19.1	true
84148	All-Time Legend C Harry Danning NY1 Peak	C	75	0	R			0.280	0.287	0.277	4.5	12.5	2.5	0.255	20.9	false
85512	60s Theme Week - Unsung Heroes C Johnny Blanchard NYY 1961	C	81	0	L			0.280	0.242	0.294	6.2	15.8	3.2	0.243	18.6	false
84887	Celebrating 42 - Rookie Sensation LF Marv Rackley BRO 1948	LF	65	5	L			0.280	0.238	0.295	3.8	12.5	0.2	0.306	23.2	false
83701	Snapshot SS Johnny Lipon DET 1948	SS	72	5	R			0.280	0.277	0.281	7.4	9.9	1.6	0.255	19	false
83595	Snapshot C Clyde Kluttz NY1 1945	C	61	5	R			0.280	0.279	0.28	4.2	11.0	2.5	0.250	23.5	false
84477	Negro League Star 1B George Giles BrEa 1935	1B	71	5	L			0.280	0.275	0.282	6.5	13.5	0.9	0.276	26.3	false
84508	Negro League Star RF Bob Thurman PHG 1947	RF	80	0	L			0.279	0.249	0.289	4.2	14.0	2.1	0.270	20.5	false
86267	All-Star Week - Historical All-Star LF Tim Raines MON 1982	LF	62	0	S			0.279	0.283	0.278	8.0	15.2	0.6	0.285	21.7	true
85833	T4 Ep. 3 - Historical All-Star C Tim McCarver STL 1966	C	68	0	L			0.279	0.227	0.296	4.6	8.3	1.7	0.256	23	false
83702	Snapshot 3B Hank Majeski PHA 1948	3B	71	0	R			0.279	0.284	0.277	4.3	13.7	2.2	0.264	23.6	false
85159	Dock&#39;s Patients LF Al Ferrara SD 1970	LF	75	0	R			0.279	0.237	0.293	7.8	16.8	2.1	0.262	18.5	false
83989	Historical All-Star CF Richie Ashburn NYM 1962	CF	87	0	L			0.279	0.29	0.275	9.3	11.7	0.6	0.281	9.9	false
83730	Snapshot 1B Earl Torgeson DET 1956	1B	72	5	L			0.279	0.256	0.287	10.3	15.3	2.2	0.240	18.1	false
83772	Snapshot CF Stan Spence WS1 1943	CF	82	5	L			0.279	0.275	0.28	8.0	11.8	2.5	0.233	22.3	false
83621	Snapshot 2B Jerry Priddy WS1 1943	2B	63	5	R			0.279	0.266	0.284	6.9	16.1	1.8	0.267	23.1	false
83616	Snapshot CF Jim Northrup DET 1967	CF	68	5	L			0.279	0.27	0.282	5.9	14.8	1.9	0.269	20.5	false
83720	Snapshot C Ray Mueller CIN 1946	C	76	5	R			0.279	0.287	0.276	4.9	17.2	2.8	0.260	21.1	false
84459	Negro League Star 1B Ed Mayweather NYBY 1942	1B	66	5	L			0.279	0.273	0.281	7.6	14.6	1.6	0.263	22	false
84358	Rookie Sensation CF Dave Gallagher CWS 1988	CF	68	5	R			0.279	0.257	0.286	5.4	12.5	1.7	0.272	16.7	false
83928	Historical All-Star SS Dave Concepcion CIN 1978	SS	60	5	R			0.279	0.316	0.267	5.7	15.0	1.3	0.282	22.1	false
83644	Snapshot 1B Chris Chambliss ATL 1983	1B	74	5	L			0.279	0.258	0.286	6.7	14.6	2.6	0.243	23.6	false
83775	Snapshot 1B Dolph Camilli BRO 1938	1B	76	5	L			0.279	0.236	0.294	10.1	18.7	3.1	0.219	29.2	false
85024	HOF 1 - Veteran Presence LF Arky Vaughan BRO 1947	LF	75	0	L			0.278	0.196	0.306	6.8	15.7	1.2	0.284	16.9	false
83672	Snapshot C Andy Seminick PHI 1946	C	66	0	R			0.278	0.289	0.274	5.4	18.7	2.9	0.259	19	false
83960	Historical All-Star 1B Rafael Palmeiro CHC 1988	1B	77	0	L			0.278	0.287	0.275	3.3	9.8	0.7	0.283	26.3	false
83706	Snapshot LF Kevin McReynolds NYM 1988	LF	73	0	R			0.278	0.247	0.288	3.3	11.6	2.9	0.250	20.6	false
84359	Rookie Sensation LF Gary Matthews SF 1973	LF	69	0	R			0.278	0.283	0.276	5.6	15.6	2.0	0.269	19.8	false
83969	Historical All-Star C Ellie Rodriguez ML4 1972	C	74	5	R			0.278	0.28	0.278	8.5	13.0	0.8	0.275	17.4	false
83765	Snapshot CF Dwayne Murphy ATH 1981	CF	77	5	L			0.278	0.242	0.291	9.4	18.2	2.6	0.246	16.6	false
84522	Negro League Star SS Leroy Morney MoMo 1932	SS	83	5	S			0.278	0.282	0.277	6.0	13.1	0.7	0.287	19.8	false
83590	Snapshot 3B Bill Madlock SF 1977	3B	64	5	R			0.278	0.276	0.279	4.3	8.9	2.1	0.256	18.9	false
83718	Snapshot CF Whitey Lockman NY1 1948	CF	77	5	L			0.278	0.26	0.284	6.0	14.6	2.4	0.254	21.3	false
84138	All-Time Legend 3B Billy Johnson NYY Peak	3B	72	5	R			0.278	0.29	0.274	6.0	12.8	2.5	0.247	21.4	false
84115	All-Time Legend 2B Don Gutteridge SLA Peak	2B	59	5	R			0.278	0.275	0.279	5.5	13.4	2.0	0.255	26	false
84382	Rookie Sensation 2B Jim Gilliam BRO 1953	2B	85	5	S			0.278	0.263	0.283	8.3	10.9	0.4	0.266	26.2	false
84315	Rookie Sensation CF Lou Brock CHC 1962	CF	51	5	L			0.278	0.234	0.293	5.0	17.1	1.5	0.279	27.8	false
85484	Clubhouse - 60s Week - Rookie Sensation 2B Jake Wood DET 1961	2B	60	0	R			0.277	0.271	0.28	4.8	20.1	1.9	0.289	21.8	false
83773	Snapshot RF Ron Northey STL 1948	RF	83	0	L			0.277	0.274	0.279	6.8	16.1	2.6	0.255	16.4	false
83979	Historical All-Star 3B Whitey Kurowski STL 1944	3B	84	0	R			0.277	0.299	0.269	5.7	13.9	2.9	0.244	16.7	false
84510	Negro League Star C Sam Hairston CiCl 1945	C	79	0	R			0.277	0.281	0.275	7.9	15.6	1.6	0.259	23.4	false
83676	Snapshot 1B Dale Alexander DET 1931	1B	69	0	R			0.277	0.275	0.277	6.7	13.7	1.1	0.268	25.2	false
83983	Veteran Presence 2B Frankie Frisch STL 1934	2B	72	5	S			0.277	0.243	0.288	4.8	6.0	0.5	0.271	23.5	false
83756	Snapshot C Sherm Lollar CWS 1953	C	82	0	R			0.276	0.274	0.276	7.7	13.7	2.1	0.245	20.7	false
83971	Live Collection Reward - Snapshot 2B Lonny Frey CIN 1940	2B	88	0	L			0.276	0.287	0.273	7.6	13.4	1.2	0.267	19	false
84492	Negro League Star LF Johnny Davis HoEa 1950	LF	74	0	R			0.276	0.276	0.276	6.7	16.0	2.7	0.242	23	false
84365	Rookie Sensation 2B Bump Wills TEX 1977	2B	72	5	S			0.276	0.248	0.285	6.6	15.9	1.5	0.272	21.6	false
84336	Rookie Sensation C Jack Shepard PIT 1954	C	56	5	R			0.276	0.302	0.267	6.0	16.2	1.7	0.275	17.5	false
82869	Unsung Heroes CF John Shelby LAD 1988	CF	55	5	S			0.276	0.263	0.28	5.7	18.7	1.9	0.276	22.7	false
85289	May Names 1 - Snapshot C Milt May HOU 1974	C	63	5	L			0.276	0.266	0.28	4.9	13.7	1.5	0.278	19.2	false
84338	Rookie Sensation 3B Ken Keltner CLE 1938	3B	68	5	R			0.276	0.267	0.278	3.7	15.6	3.8	0.229	25.6	false
82870	Unsung Heroes 3B Ed Goodson SF 1973	3B	61	5	L			0.276	0.247	0.286	2.7	12.7	2.2	0.267	22.6	false
83419	Snapshot RF Bobby Darwin MIN 1973	RF	53	5	R			0.276	0.268	0.278	5.2	17.8	2.7	0.258	20.4	false
84462	Negro League Star 3B Clemente Carreras NYC 1941	3B	67	5	R			0.276	0.279	0.275	6.2	14.9	2.8	0.241	22.2	false
83489	Snapshot 1B Don Bollweg NYY 1953	1B	50	5	L			0.276	0.281	0.275	6.7	18.7	2.2	0.263	22.4	false
85873	T4 Ep. 3 - Snapshot CF Tony Armas BOS 1983	CF	48	5	R			0.276	0.274	0.276	3.5	23.6	4.5	0.241	23.5	false
84691	Clubhouse - April Fools&#39; Day LF Frank Thomas NYM 1962	LF	63	0	R			0.275	0.264	0.279	4.7	18.2	3.7	0.241	19.2	false
85896	July Jewels - Baseball Reference 4 C Darrell Porter ML4 1973	C	74	0	L			0.275	0.175	0.309	8.3	22.3	2.4	0.255	26.8	false
83580	Snapshot LF Lou Novikoff CHC 1942	LF	63	0	R			0.275	0.269	0.278	3.0	12.3	2.3	0.263	20	false
83717	Snapshot SS Felix Mantilla BOS 1963	SS	77	0	R			0.275	0.275	0.275	5.9	14.2	2.4	0.256	17	false
84554	Negro League Star C Quincy Trouppe ClBu 1945	C	84	5	S			0.275	0.289	0.271	9.5	15.7	3.0	0.215	24.5	false
84347	Rookie Sensation 1B George Scott BOS 1966	1B	64	5	R			0.275	0.29	0.27	6.8	18.3	3.2	0.240	19.9	false
83935	Historical All-Star 2B Bill Rigney NY1 1948	2B	66	5	R			0.275	0.323	0.259	5.5	18.3	2.8	0.257	19.9	false
85533	Memorial Day OnStream Builds - Snapshot LF Gene Richards SD 1980	LF	65	5	L			0.275	0.259	0.28	6.2	13.0	0.5	0.281	23.9	false
85063	HOF 1 - Veteran Presence 1B Mickey Mantle NYY 1967	1B	68	5	S			0.275	0.313	0.262	9.8	20.8	3.2	0.232	14.4	false
83668	Snapshot RF Pat Kelly KC 1969	RF	68	5	L			0.275	0.26	0.28	7.2	15.0	1.6	0.259	24	false
85945	July Jewels - Baseball Reference 4 2B Julio Cruz SEA 1979	2B	62	5	S			0.275	0.3	0.267	9.4	15.0	0.3	0.282	17.8	false
82891	Unsung Heroes 2B Bill Cissell CLE 1932	2B	60	5	R			0.275	0.274	0.275	3.6	11.0	1.9	0.263	20.9	false
83667	Snapshot CF Steve Brye MIN 1973	CF	72	5	R			0.275	0.313	0.262	7.2	15.0	2.2	0.249	20.4	false
83605	Veteran Presence CF Bill Bruton DET 1962	CF	66	5	L			0.275	0.28	0.274	6.3	12.7	2.0	0.249	23.3	false
83703	Snapshot RF George Watkins STL 1932	RF	74	0	L			0.274	0.271	0.275	6.3	16.2	1.9	0.263	22.2	false
84154	All-Time Legend CF Johnny Lindell NYY Peak	CF	79	0	R			0.274	0.296	0.267	5.0	16.2	2.7	0.249	24.3	false
86115	Limited Edition/62 CF Oris Hockett CLE 1944	CF	55	0	L			0.274	0.264	0.277	4.9	13.7	0.6	0.291	20.6	true
86088	Clubhouse - Baseball Reference 5 RF Myril Hoag SLA 1939	RF	46	0	R			0.274	0.277	0.273	3.5	13.7	2.7	0.255	20.6	true
85708	T4 Ep. 2 - Historical All-Star 2B Tom Herr STL 1985	2B	58	0	S			0.274	0.25	0.282	6.8	13.6	0.4	0.282	22.8	false
83670	Snapshot LF Ival Goodman CHC 1943	LF	70	0	L			0.274	0.257	0.279	5.8	16.0	1.7	0.270	19.8	false
84135	All-Time Legend CF Cito Gaston SD Peak	CF	71	0	R			0.274	0.274	0.274	3.7	17.7	2.6	0.268	20	false
85850	Heart Attack - Unsung Heroes C Andy Etchebarren BAL 1971	C	63	0	R			0.274	0.292	0.267	4.8	20.9	2.8	0.272	16.1	false
83594	Snapshot 1B Babe Dahlgren PIT 1944	1B	67	0	R			0.274	0.262	0.278	5.1	15.1	2.6	0.252	20.2	false
85532	Memorial Day OnStream Builds - Rookie Sensation LF Greg Briley SEA 1989	LF	64	0	L			0.274	0.28	0.272	5.4	20.4	1.9	0.280	23.9	false
84164	All-Time Legend CF Jackie Brandt BAL Peak	CF	87	0	R			0.274	0.275	0.274	5.8	14.5	2.5	0.244	23	false
85449	PTCS 3 - Snapshot LF Ken Berry CWS 1966	LF	55	0	R			0.274	0.292	0.267	5.0	14.3	1.5	0.275	19.9	false
84454	Negro League Star CF David Whatley HoGr 1941	CF	67	5	L			0.274	0.27	0.276	4.8	12.4	1.5	0.270	20.1	false
83925	Historical All-Star LF Claudell Washington ATH 1975	LF	59	5	L			0.274	0.274	0.274	3.3	14.2	1.6	0.282	19.3	false
83932	Historical All-Star 1B Eddie Waitkus PHI 1949	1B	52	5	L			0.274	0.253	0.281	6.9	13.5	0.9	0.267	25.8	false
83591	Snapshot C Johnny Roseboro LAD 1966	C	72	5	L			0.274	0.266	0.276	5.8	12.2	1.6	0.258	22.4	false
83651	Snapshot 2B Cookie Lavagetto BRO 1937	2B	68	5	R			0.274	0.293	0.268	7.7	13.1	2.3	0.236	21.3	false
85157	Young &amp; Old 1 - Veteran Presence 1B Ron Fairly TOR 1977	1B	62	5	L			0.274	0.228	0.289	7.1	15.6	2.0	0.252	20.6	false
84865	Clubhouse - Negro League Star C Earl Taborn KCM 1948	C	71	0	R			0.273	0.274	0.273	7.9	15.1	0.2	0.279	25.9	false
85851	Clubhouse - Unsung Heroes C Bob Stinson SEA 1978	C	73	0	S			0.273	0.233	0.287	6.7	13.6	2.4	0.248	16.4	false
84483	Negro League Star 3B Alex Radcliff CAG 1934	3B	77	0	R			0.273	0.278	0.271	3.9	13.8	2.1	0.260	22.7	false
84486	Negro League Star C Bill Perkins HoGr 1932	C	76	0	R			0.273	0.277	0.271	5.4	15.0	2.2	0.254	22.3	false
84701	Clubhouse - April Fools&#39; Day LF Mike Marshall LAD 1984	LF	56	0	R			0.273	0.301	0.263	3.8	19.7	3.0	0.262	20.1	false
83463	Snapshot LF Jim Lemon MIN 1961	LF	57	0	R			0.273	0.271	0.273	5.8	18.3	2.3	0.255	25.5	false
85671	Limited Edition/58 C Shanty Hogan NY1 1931	C	74	0	R			0.273	0.306	0.261	4.2	14.6	2.7	0.261	12.9	false
83512	Snapshot 1B Donn Clendenon PIT 1964	1B	61	0	R			0.273	0.282	0.27	3.9	17.0	2.1	0.272	23.4	false
84372	Rookie Sensation 3B Ed Charles KC1 1962	3B	74	0	R			0.273	0.255	0.279	5.9	14.8	2.3	0.250	20.8	false
84528	Negro League Star SP Barney Brown NYBY 1937	P	93	0	L			0.273	0.241	0.284	6.5	17.8	1.9	0.266	20.2	false
83699	Snapshot SS Roy Smalley MIN 1980	SS	74	5	S			0.273	0.25	0.281	7.8	14.3	2.1	0.243	20.9	false
84316	Rookie Sensation C Nelson Santovenia MON 1988	C	49	5	R			0.273	0.287	0.268	5.3	18.1	2.6	0.247	30.7	false
83620	Snapshot 3B Al Rosen CLE 1956	3B	74	5	R			0.273	0.311	0.26	7.1	12.8	2.6	0.230	21.5	false
83492	Snapshot RF Dick Porter CLE 1932	RF	58	5	L			0.273	0.278	0.271	6.5	13.3	1.0	0.269	22.6	false
84469	Negro League Star LF Dave Pope TML 1959	LF	72	5	L			0.273	0.29	0.268	5.3	14.0	2.2	0.253	23.3	false
83433	Snapshot 1B Bob Oliver KC 1970	1B	57	5	R			0.273	0.288	0.267	4.6	15.9	3.1	0.241	22.2	false
83622	Veteran Presence 1B Joe Kuhel WS1 1945	1B	66	5	L			0.273	0.275	0.272	8.1	11.7	0.7	0.258	25.7	false
83737	Snapshot 2B Billy Goodman BOS 1954	2B	70	5	L			0.273	0.262	0.276	5.7	6.0	0.3	0.268	21.4	false
83647	Snapshot 1B Dick Gernert BOS 1953	1B	65	5	R			0.273	0.295	0.266	8.9	16.1	3.1	0.223	15.9	false
84335	Rookie Sensation RF Junior Felix TOR 1989	RF	57	5	S			0.273	0.269	0.274	5.5	17.7	2.0	0.267	21.3	false
83663	Veteran Presence SS Rick Burleson CAL 1986	SS	71	5	R			0.273	0.26	0.277	7.2	12.4	1.6	0.255	18.2	false
83493	Veteran Presence 1B Jim Bottomley SLA 1936	1B	60	5	L			0.273	0.248	0.281	5.2	15.2	2.3	0.248	28	false
84330	Rookie Sensation CF Buster Adams PHI 1943	CF	57	5	R			0.273	0.288	0.267	6.1	16.6	2.1	0.259	20.5	false
83648	Snapshot CF Mule Haas PHA 1931	CF	69	0	L			0.272	0.266	0.274	4.0	13.6	2.0	0.262	21.9	false
83691	Snapshot 2B Bobby Doerr BOS 1939	2B	77	0	R			0.272	0.274	0.272	3.9	13.1	2.5	0.256	17.7	false
85168	Dock&#39;s Patients C Chris Cannizzaro SD 1970	C	65	0	R			0.272	0.314	0.258	8.3	15.0	0.9	0.271	17.8	false
83719	Snapshot LF Gene Woodling CLE 1956	LF	72	5	L			0.272	0.244	0.282	9.7	11.9	1.7	0.230	23.5	false
84376	Rookie Sensation 2B Lou Whitaker DET 1978	2B	77	5	L			0.272	0.258	0.277	7.7	14.5	0.4	0.284	18	false
83587	Snapshot SS U L Washington KC 1982	SS	64	5	S			0.272	0.312	0.259	5.7	12.7	2.0	0.253	19.6	false
84455	Negro League Star 1B Johnny Washington PiCr 1936	1B	70	5	L			0.272	0.266	0.274	4.7	13.5	2.1	0.256	22.5	false
84134	All-Time Legend SS Craig Reynolds HOU Peak	SS	68	5	L			0.272	0.245	0.281	4.3	9.8	0.6	0.280	20.6	false
85519	60s Theme Week - Hardware Heroes RF Roger Maris NYY 1961	RF	82	5	L			0.272	0.262	0.275	8.9	11.5	4.4	0.179	15.5	false
83936	Historical All-Star C Gus Mancuso NY1 1935	C	58	5	R			0.272	0.224	0.289	4.5	8.9	1.5	0.263	16.7	false
83440	Snapshot CF George Hendrick CLE 1973	CF	67	5	R			0.272	0.261	0.276	4.0	15.1	3.4	0.235	21.2	false
83942	Historical All-Star SS Jim Fregosi CAL 1966	SS	69	5	R			0.272	0.245	0.281	7.6	13.9	2.0	0.237	26.9	false
84326	Rookie Sensation 3B Buddy Blair PHA 1942	3B	60	5	L			0.272	0.276	0.27	4.4	11.6	1.7	0.258	24.3	false
83514	Snapshot LF Gus Zernial CWS 1950	LF	59	0	R			0.271	0.266	0.273	3.6	18.4	3.3	0.258	15.1	false
83944	Historical All-Star 2B Charlie Neal LAD 1959	2B	67	0	R			0.271	0.271	0.271	4.2	15.7	2.3	0.260	21.8	false
84155	All-Time Legend SS Lyn Lary NYY Peak	SS	81	0	R			0.271	0.296	0.263	8.4	14.8	1.7	0.244	23.3	false
84497	Negro League Star 2B Sammy Hughes NEG 1933	2B	78	0	R			0.271	0.271	0.271	5.6	14.4	1.4	0.269	19.7	false
83789	Veteran Presence 2B Billy Herman BSN 1946	2B	88	0	R			0.271	0.302	0.261	7.2	10.0	0.4	0.260	26.9	false
84505	Negro League Star LF Vic Harris HoGr 1937	LF	79	0	L			0.271	0.266	0.273	5.8	14.6	1.7	0.259	23.5	false
83534	Snapshot SS Don Zimmer LAD 1958	SS	59	5	R			0.271	0.259	0.275	4.4	16.1	2.7	0.254	18	false
83766	Snapshot RF Terry Puhl HOU 1980	RF	80	5	L			0.271	0.239	0.282	7.2	12.2	2.1	0.238	22.4	false
83441	Snapshot RF Wally Post PHI 1959	RF	54	5	R			0.271	0.257	0.276	5.0	16.8	3.2	0.239	22.5	false
83420	Veteran Presence CF Terry Moore STL 1947	CF	54	5	R			0.271	0.258	0.276	4.8	13.1	2.0	0.260	16.8	false
83575	Snapshot CF Oddibe McDowell TEX 1986	CF	64	5	L			0.271	0.248	0.279	6.4	15.7	2.1	0.251	21.7	false
83389	Snapshot 3B Gene Freese PIT 1957	3B	55	5	R			0.271	0.28	0.268	3.9	13.7	1.8	0.267	22.5	false
83520	Snapshot 2B Tony Cuccinello BRO 1932	2B	64	5	R			0.271	0.286	0.266	5.3	13.1	2.6	0.239	21.3	false
82724	Hardware Heroes SS Frankie Crosetti NYY 1938	SS	78	5	R			0.271	0.237	0.283	8.9	16.6	1.9	0.243	22.7	false
83916	Historical All-Star CF Gus Bell CIN 1957	CF	56	5	L			0.271	0.269	0.272	3.9	12.6	1.9	0.264	18.7	false
84871	Clubhouse - Negro League Star 2B Jesse Williams KCM 1945	2B	79	0	R			0.270	0.275	0.268	5.8	14.1	0.7	0.276	24.7	false
84484	Negro League Star 1B Harry Simpson PhSt 1948	1B	75	0	L			0.270	0.245	0.278	4.4	14.9	2.1	0.258	21.6	false
84390	Celebrating 42 - Rookie Sensation 1B Jackie Robinson BRO 1947	1B	58	0	R			0.270	0.307	0.257	4.9	11.9	1.3	0.265	20.9	false
84464	Negro League Star RF Donald Reeves ABC 1938	RF	69	0	L			0.270	0.265	0.272	4.0	14.8	2.1	0.262	21	false
84857	Limited Edition/42 DH Ron Kittle CLE 1988	DH	60	0	R			0.270	0.256	0.274	3.0	24.7	3.9	0.261	16	false
83618	Snapshot SS Eddie Bressoud BOS 1962	SS	68	0	R			0.270	0.247	0.278	4.1	17.1	1.9	0.264	29.8	false
83788	Snapshot 2B Willie Randolph NYY 1978	2B	81	5	R			0.270	0.299	0.26	8.4	11.0	0.7	0.261	17.2	false
83532	Snapshot CF Irv Noren WS1 1951	CF	62	5	L			0.270	0.244	0.279	5.2	11.5	1.5	0.252	27	false
83408	Veteran Presence 2B Eddie Mayo DET 1947	2B	62	5	L			0.270	0.236	0.282	5.5	11.3	1.5	0.255	22	false
85888	Heart Attack - Negro League Star SP Leroy Matlock PiCr 1935	P	86	5	L			0.270	0.252	0.276	5.1	11.5	0.2	0.281	24.6	false
83617	Snapshot RF Mike Hershberger CWS 1963	RF	63	5	R			0.270	0.268	0.27	6.1	10.2	0.7	0.265	21.8	false
83561	Snapshot CF Sam Chapman PHA 1939	CF	63	5	R			0.270	0.241	0.28	6.0	15.9	3.1	0.230	22.4	false
83666	Veteran Presence LF Juan Beniquez BAL 1986	LF	70	5	R			0.270	0.302	0.26	6.4	14.0	0.8	0.281	15.4	false
82915	Unsung Heroes SS George Strickland CLE 1953	SS	80	0	R			0.269	0.285	0.264	6.6	17.7	0.7	0.288	19.3	false
84353	Rookie Sensation RF Wally Moses PHA 1935	RF	66	0	L			0.269	0.244	0.278	4.5	12.3	1.6	0.261	20.4	false
82907	Unsung Heroes CF Chick Fullis NY1 1931	CF	73	0	R			0.269	0.289	0.262	5.1	11.3	1.7	0.260	14.8	false
83943	Historical All-Star 2B Frank White KC 1978	2B	66	5	R			0.269	0.268	0.27	4.4	14.3	1.9	0.260	22.7	false
84450	Negro League Star RF Clyde Spearman PiCr 1937	RF	64	5	L			0.269	0.264	0.27	7.4	13.2	1.1	0.259	20.1	false
84882	Celebrating 42 - Negro League Star 1B Joe Scott BBB 1948	1B	54	5	L			0.269	0.264	0.271	7.8	16.1	2.3	0.226	33.3	false
83486	Snapshot RF Sam Mele WS1 1950	RF	61	5	R			0.269	0.304	0.257	5.8	13.3	2.5	0.235	23	false
83551	Veteran Presence C Al Lopez PIT 1946	C	62	5	R			0.269	0.271	0.268	7.0	15.2	1.6	0.268	10.8	false
84849	In Memoriam - Historical All-Star 2B Phil Garner PIT 1980	2B	63	5	R			0.269	0.277	0.266	5.0	11.5	0.9	0.268	23.1	false
83402	Snapshot 3B Al Gallagher SF 1971	3B	53	5	R			0.269	0.29	0.262	5.2	13.7	1.5	0.266	20.8	false
85019	Celebrating 42 - Unsung Heroes LF George Shuba BRO 1952	LF	80	0	L			0.268	0.199	0.292	6.5	16.5	2.0	0.254	17.6	false
83683	Snapshot 2B Connie Ryan PHI 1953	2B	69	0	R			0.268	0.265	0.269	6.5	16.8	1.5	0.263	22.1	false
84887	Celebrating 42 - Rookie Sensation LF Marv Rackley BRO 1948	LF	65	0	L			0.268	0.228	0.281	3.3	13.6	0.2	0.298	21.8	false
83625	Snapshot C Babe Phelps BRO 1937	C	63	0	L			0.268	0.268	0.268	3.8	12.7	1.7	0.255	28.2	false
85537	Memorial Day OnStream Builds - Veteran Presence LF Jerry Mumphrey CHC 1987	LF	69	0	S			0.268	0.175	0.3	6.2	16.0	1.6	0.260	24.9	false
85150	PTCS 2 - Veteran Presence 2B Joe Morgan PHI 1983	2B	65	0	L			0.268	0.239	0.278	11.4	12.9	2.1	0.214	18	false
83608	Snapshot CF Jim Landis CWS 1958	CF	66	0	R			0.268	0.293	0.26	6.1	16.0	2.1	0.252	20	false
84498	Negro League Star SS Howard Easterling CAG 1938	SS	77	0	S			0.268	0.278	0.265	4.8	13.9	1.4	0.269	20.2	false
84537	Negro League Star C Goose Curry PhSt 1947	C	83	0	L			0.268	0.264	0.27	9.1	16.4	1.8	0.246	17.1	false
85890	Clubhouse - Negro League Star SP Dave Barnhill NYC 1941	P	99	0	S			0.268	0.266	0.268	7.6	16.5	0.2	0.287	20.4	false
83988	T4 Ep. 2 - Hall of Fame SS Ozzie Smith STL 1989	SS	79	5	S			0.268	0.283	0.263	6.4	7.4	0.4	0.258	23.5	false
